23956;54491
54491;80332
80332;65931
65931;13507
13507;19386
19386;92166
92166;38207
38207;1146
1146;3681
3681;38754
38754;10597
10597;23034
23034;77195
77195;56645
56645;51302
51302;42273
42273;95497
95497;78245
78245;37491
37491;95866
95866;74592
74592;29669
29669;96762
96762;38713
38713;42240
42240;68286
68286;42886
42886;67366
67366;47176
47176;18830
18830;43433
43433;68234
68234;97795
97795;48436
48436;94557
94557;24930
24930;65734
65734;90170
90170;79157
79157;87946
87946;74167
74167;37681
37681;41896
41896;10477
10477;19185
19185;18066
18066;19877
19877;65991
65991;97182
97182;23815
23815;20958
20958;15053
15053;16758
16758;92306
92306;49363
49363;24821
24821;83569
83569;27218
27218;71267
71267;51099
51099;49280
49280;70840
70840;53970
53970;84851
84851;95320
95320;42362
42362;25239
25239;28758
28758;62087
62087;26371
26371;76538
76538;5326
5326;99088
99088;49544
49544;21699
21699;36911
36911;87773
87773;86285
86285;19528
19528;24173
24173;48409
48409;76894
76894;70184
70184;23360
23360;97872
97872;28380
28380;51476
51476;5488
5488;99072
99072;69736
69736;41361
41361;38515
38515;18903
18903;28058
28058;38666
38666;3326
3326;83710
83710;57045
57045;15156
15156;76822
76822;92826
92826;91119
91119;3903
3903;70810
70810;47277
47277;15631
15631;15964
15964;67213
67213;70607
70607;12452
12452;37048
37048;97284
97284;7690
7690;47093
47093;2690
2690;72385
72385;656
656;30610
30610;86978
86978;66940
66940;90886
90886;19751
19751;29685
29685;92351
92351;85010
85010;38022
38022;86422
86422;71030
71030;10878
10878;18372
18372;53200
53200;30728
30728;71128
71128;42706
42706;31347
31347;57289
57289;72990
72990;99373
99373;76082
76082;82240
82240;12415
12415;84262
84262;34881
34881;86620
86620;32687
32687;44076
44076;30825
30825;71810
71810;25367
25367;66280
66280;2670
2670;53100
53100;70066
70066;48216
48216;85935
85935;73075
73075;61434
61434;11552
11552;85799
85799;9254
9254;29208
29208;44934
44934;56335
56335;52234
52234;59252
59252;6319
6319;26155
26155;64984
64984;15746
15746;45400
45400;99394
99394;1282
1282;54527
54527;4737
4737;54524
54524;6624
6624;84869
84869;43064
43064;59663
59663;40933
40933;7197
7197;14612
14612;45662
45662;44597
44597;15702
15702;100
100;60661
60661;22912
22912;56770
56770;58271
58271;95855
95855;61438
61438;13574
13574;66828
66828;53032
53032;67481
67481;27927
27927;82647
82647;27368
27368;26367
26367;17921
17921;65840
65840;56064
56064;79967
79967;66886
66886;1387
1387;98572
98572;65328
65328;93691
93691;79310
79310;88205
88205;18369
18369;51888
51888;44865
44865;2057
2057;14595
14595;99271
99271;11737
11737;36531
36531;59151
59151;45657
45657;3243
3243;8213
8213;57474
57474;49545
49545;37956
37956;87708
87708;87699
87699;51705
51705;87043
87043;78697
78697;2222
2222;15696
15696;33295
33295;23012
23012;41356
41356;58548
58548;65695
65695;77711
77711;14314
14314;1527
1527;95333
95333;29221
29221;77460
77460;70065
70065;77485
77485;9549
9549;68708
68708;64771
64771;38436
38436;68209
68209;16189
16189;46115
46115;68216
68216;80710
80710;14677
14677;57626
57626;98589
98589;30421
30421;28929
28929;13679
13679;10873
10873;13622
13622;6647
6647;613
613;85983
85983;2672
2672;18593
18593;21852
21852;60700
60700;56047
56047;33576
33576;34025
34025;22217
22217;57624
57624;50324
50324;74022
74022;30753
30753;87408
87408;72059
72059;28407
28407;18999
18999;22928
22928;13269
13269;18834
18834;62507
62507;56107
56107;47480
47480;52585
52585;8335
8335;83729
83729;59958
59958;35273
35273;48781
48781;634
634;90654
90654;81711
81711;22573
22573;76847
76847;84082
84082;74813
74813;90956
90956;46856
46856;4071
4071;82388
82388;34632
34632;82164
82164;23898
23898;10591
10591;30385
30385;40655
40655;26873
26873;11181
11181;58362
58362;522
522;94680
94680;87944
87944;353
353;87812
87812;38106
38106;29876
29876;55192
55192;66007
66007;13517
13517;76970
76970;96088
96088;98302
98302;85243
85243;21582
21582;66969
66969;68613
68613;51448
51448;53906
53906;3325
3325;97246
97246;37450
37450;72143
72143;18857
18857;30880
30880;84202
84202;80343
80343;32208
32208;36888
36888;22199
22199;67679
67679;56856
56856;48777
48777;76911
76911;48259
48259;5954
5954;2709
2709;81358
81358;34760
34760;38740
38740;54206
54206;19620
19620;24948
24948;33338
33338;27101
27101;86300
86300;36329
36329;96920
96920;2316
2316;43621
43621;61772
61772;89206
89206;72967
72967;7855
7855;61115
61115;63071
63071;22537
22537;69087
69087;69472
69472;3610
3610;57763
57763;97667
97667;18303
18303;43807
43807;45838
45838;20113
20113;47311
47311;21391
21391;36984
36984;15627
15627;64260
64260;87255
87255;16687
16687;15165
15165;49119
49119;77625
77625;12502
12502;38804
38804;91755
91755;44580
44580;47872
47872;83423
83423;29892
29892;93266
93266;60427
60427;78472
78472;83888
83888;40921
40921;15796
15796;85187
85187;83416
83416;33621
33621;11885
11885;31150
31150;80977
80977;56538
56538;1317
1317;81140
81140;87500
87500;6987
6987;38989
38989;14938
14938;59935
59935;86688
86688;79361
79361;74517
74517;72518
72518;57802
57802;58736
58736;83490
83490;50568
50568;83733
83733;77331
77331;24892
24892;55737
55737;74339
74339;67775
67775;25037
25037;83380
83380;67365
67365;36225
36225;6389
6389;5595
5595;51796
51796;32210
32210;30638
30638;75369
75369;85537
85537;34187
34187;92580
92580;76308
76308;31361
31361;51304
51304;84768
84768;5591
5591;32934
32934;23487
23487;43203
43203;13905
13905;85909
85909;5953
5953;26086
26086;82185
82185;32305
32305;34618
34618;99683
99683;56289
56289;86992
86992;75412
75412;6637
6637;88763
88763;76279
76279;97760
97760;20135
20135;70761
70761;32599
32599;9343
9343;8138
8138;54477
54477;48722
48722;99147
99147;86981
86981;23615
23615;66155
66155;7181
7181;19206
19206;32428
32428;92563
92563;19301
19301;22803
22803;50852
50852;24571
24571;11132
11132;97470
97470;61411
61411;10139
10139;24204
24204;73289
73289;17177
17177;32527
32527;74348
74348;88376
88376;10125
10125;27549
27549;3817
3817;28
28;33601
33601;31168
31168;14006
14006;72991
72991;23591
23591;15348
15348;88725
88725;65182
65182;86761
86761;18972
18972;2470
2470;16029
16029;25124
25124;15412
15412;67254
67254;63726
63726;67691
67691;52608
52608;55785
55785;64191
64191;65147
65147;289
289;58723
58723;60622
60622;8394
8394;36053
36053;90961
90961;21950
21950;74373
74373;10771
10771;76856
76856;96065
96065;62337
62337;7152
7152;85605
85605;1260
1260;78556
78556;46309
46309;99212
99212;35503
35503;35846
35846;45949
