68638;54858
54858;3443
3443;73262
73262;80215
80215;91339
91339;4951
4951;66451
66451;30815
30815;94884
94884;54033
54033;52162
52162;37619
37619;14320
14320;37843
37843;46712
46712;34976
34976;83525
83525;25047
25047;42563
42563;35581
35581;23249
23249;30056
30056;14628
14628;63669
63669;42644
42644;42299
42299;47587
47587;693
693;38857
38857;91858
91858;22302
22302;37753
37753;29786
29786;73427
73427;48358
48358;37250
37250;33884
33884;94839
94839;90746
90746;84099
84099;38871
38871;64232
64232;21109
21109;50224
50224;3923
3923;24637
24637;52510
52510;4239
4239;66767
66767;74574
74574;21118
21118;55182
55182;37992
37992;62522
62522;45388
45388;24801
24801;88815
88815;9593
9593;37570
37570;49040
49040;57364
57364;65758
65758;91957
91957;3026
3026;31730
31730;14408
14408;7833
7833;40893
40893;89485
89485;9462
9462;1091
1091;88686
88686;34301
34301;58464
58464;96709
96709;59017
59017;8946
8946;64403
64403;59745
59745;18006
18006;89788
89788;43347
43347;33925
33925;64282
64282;70739
70739;67120
67120;99761
99761;67263
67263;28038
28038;23556
23556;48434
48434;24291
24291;57268
57268;41706
41706;26735
26735;73113
73113;72274
72274;18083
18083;18493
18493;89515
89515;16804
16804;11617
11617;14753
14753;57304
57304;73483
73483;32432
32432;20881
20881;79527
79527;65812
65812;86371
86371;15855
15855;24412
24412;49847
49847;19564
19564;59251
59251;14016
14016;31832
31832;27675
27675;32286
32286;64610
64610;14647
14647;40569
40569;12854
12854;65929
65929;61027
61027;76800
76800;31417
31417;92595
92595;31728
31728;23596
23596;86743
86743;90862
90862;45909
45909;70230
70230;1202
1202;78171
78171;28593
28593;76621
76621;90799
90799;38307
38307;46239
46239;20233
20233;1450
1450;41667
41667;7700
7700;24022
24022;74444
74444;37704
37704;82454
82454;12718
12718;41280
41280;44599
44599;85797
85797;53883
53883;74868
74868;76234
76234;98763
98763;48824
48824;96277
96277;96682
96682;1014
1014;28286
28286;47798
47798;42216
42216;99628
99628;24992
24992;78502
78502;79616
79616;18362
18362;81080
81080;85422
85422;55211
55211;36875
36875;93978
93978;18371
18371;94413
94413;39118
39118;71187
71187;58228
58228;37005
37005;2355
2355;93713
93713;10140
10140;19009
19009;82316
82316;42143
42143;5065
5065;92026
92026;95362
95362;24967
24967;79408
79408;79769
79769;80343
80343;94116
94116;37293
37293;17952
17952;72434
72434;59234
59234;42038
42038;82707
82707;45519
45519;94827
94827;19341
19341;1374
1374;27296
27296;86068
86068;7723
7723;91818
91818;35511
35511;80454
80454;37116
37116;27575
27575;90595
90595;59272
59272;94326
94326;7300
7300;18145
18145;28789
28789;59899
59899;57484
57484;19927
19927;86476
86476;84253
84253;93394
93394;1672
1672;5653
5653;74868
74868;42758
42758;56685
56685;418
418;21978
21978;79883
79883;29148
29148;75520
75520;91485
91485;7527
7527;74372
74372;8766
8766;91713
91713;96248
96248;34420
34420;13246
13246;56514
56514;14908
14908;87851
87851;51832
51832;89173
89173;21071
21071;99789
99789;29993
29993;99806
99806;43645
43645;99335
99335;84554
84554;62780
62780;59043
59043;10574
10574;25946
25946;99702
99702;21642
21642;11200
11200;64964
64964;35133
35133;35093
35093;58475
58475;57232
57232;98427
98427;15075
15075;67786
67786;86798
86798;32928
32928;9379
9379;37075
37075;63650
63650;23064
23064;6680
6680;29962
29962;69345
69345;5543
5543;49839
49839;16480
16480;53796
53796;42969
42969;26691
26691;611
611;78333
78333;80548
80548;44594
44594;12740
12740;32441
32441;96953
96953;48425
48425;9064
9064;70070
70070;85048
85048;69455
69455;78112
78112;21420
21420;56432
56432;30619
30619;53405
53405;74098
74098;53284
53284;12990
12990;97065
97065;90427
90427;6569
6569;35684
35684;61489
61489;56099
56099;29081
29081;41228
41228;20403
20403;49862
49862;5162
5162;57403
57403;21995
21995;8441
8441;34481
34481;80142
80142;76683
76683;53832
53832;2334
2334;35344
35344;89845
89845;84502
84502;315
315;67005
67005;78602
78602;53608
53608;28567
28567;8541
8541;12913
12913;74924
74924;96434
96434;42382
42382;511
511;29978
29978;29626
29626;10184
10184;71763
71763;44863
44863;83104
83104;56640
56640;3360
3360;55725
55725;28022
28022;59201
59201;64907
64907;27644
27644;47460
47460;69671
69671;86939
86939;76289
76289;53935
53935;99572
99572;71763
71763;17939
17939;23145
23145;12562
12562;90111
90111;39564
39564;57081
57081;7881
7881;27531
27531;20539
20539;28315
28315;45478
45478;53427
53427;62780
62780;56891
56891;92016
92016;78814
78814;24296
24296;8379
8379;31819
31819;70728
70728;45694
45694;31983
31983;34119
34119;56480
56480;41113
41113;2097
2097;50957
50957;6148
6148;58896
58896;21601
21601;36623
36623;20988
20988;96862
96862;70619
70619;82572
82572;6832
6832;17064
17064;20072
20072;32198
32198;87782
87782;75223
75223;29108
29108;82821
82821;27409
27409;82543
82543;5774
5774;2127
2127;70753
70753;55443
55443;90856
90856;62642
62642;67910
67910;22115
22115;28844
28844;26068
26068;85955
85955;89025
89025;56082
56082;48997
48997;37467
37467;6124
6124;1733
1733;68635
68635;98937
98937;91691
91691;24489
24489;56565
56565;92161
92161;74319
74319;85183
85183;61750
61750;4223
4223;76181
76181;44037
44037;95504
95504;16585
16585;49162
49162;6709
6709;73936
73936;35339
35339;99969
99969;80204
80204;50704
50704;68040
68040;58959
58959;68713
68713;98872
98872;68018
68018;44550
44550;96616
96616;17807
17807;60982
60982;71075
71075;94730
94730;81658
81658;73489
73489;60473
60473;83883
83883;35718
35718;58054
58054;49208
49208;9966
9966;96434
96434;70259
70259;29105
29105;58418
58418;91728
91728;78078
78078;33339
